age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,Class
63,0,0,0,10,0.0,1
63,0,0,0,10,0.0,1
38,0,1,0,16,-1.0,1
31,0,0,0,4,-1.0,1
31,0,0,0,4,-1.0,1
21,0,1,0,4,-1.0,1
39,0,2,0,22,-1.0,1
55,0,0,0,12,-69.0,1
36,2,0,0,4,-1.0,1
36,2,0,0,4,-1.0,1
35,0,0,0,3,-1.0,1
36,0,0,0,1,-1.0,1
36,0,0,0,1,-1.0,1
36,0,0,0,1,-1.0,1
42,0,0,0,10,-1.0,1
42,0,0,0,10,-1.0,1
40,0,0,0,0,-1.0,1
39,0,0,0,7,0.0,1
54,0,0,0,2,66.0,1
54,0,0,0,2,66.0,1
33,0,0,0,14,-1.0,1
32,0,0,0,1,-1.0,1
38,0,0,0,2,43.0,1
38,0,0,0,2,43.0,1
25,0,0,0,0,0.0,1
25,0,0,0,4,-1.0,1
30,0,0,0,6,-1.0,1
21,1,0,0,1,88.0,1
31,0,0,2,11,0.0,1
31,0,0,2,11,0.0,1
33,0,0,0,3,-16.0,1
23,0,0,0,2,-1.0,1
23,0,0,0,2,-1.0,1
23,0,0,0,2,-1.0,1
23,0,0,0,2,-1.0,1
33,0,0,0,0,-1.0,1
33,0,0,0,0,-1.0,1
33,0,0,0,0,-1.0,1
25,0,0,0,1,-1.0,1
27,0,0,0,4,-1.0,1
26,0,0,0,2,-1.0,1
30,0,0,0,10,0.0,1
30,0,0,0,10,0.0,1
55,0,0,0,5,-1.0,1
55,0,0,0,5,-1.0,1
55,0,0,0,5,-1.0,1
34,0,0,0,5,-1.0,1
46,0,0,0,1,-1.0,1
37,0,0,0,4,0.0,1
21,1,0,0,1,-1.0,1
22,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
44,0,0,0,0,-1.0,1
21,0,0,0,1,-1.0,1
21,0,0,0,1,-1.0,1
21,0,0,0,1,-1.0,1
21,0,0,0,1,-1.0,1
32,0,0,1,9,-1.0,1
32,0,0,1,9,-1.0,1
32,0,0,1,9,-1.0,1
38,0,0,0,9,-1.0,1
36,0,0,0,9,0.0,1
23,0,0,0,3,-1.0,1
51,0,0,0,0,-1.0,1
51,0,0,0,0,-1.0,1
51,0,0,0,0,-1.0,1
51,0,0,0,0,-1.0,1
35,0,0,0,3,-23.0,1
29,0,0,0,0,-1.0,1
26,0,0,0,4,0.0,1
55,0,0,0,0,-1.0,1
28,0,0,0,2,-1.0,1
28,0,0,0,2,-1.0,1
28,0,0,0,2,-1.0,1
24,0,0,0,1,-1.0,1
24,0,0,0,2,-1.0,1
25,0,0,0,5,-1.0,1
31,0,0,0,0,-1.0,1
29,0,0,0,4,-1.0,1
29,0,0,0,4,-1.0,1
29,0,0,0,4,-1.0,1
29,0,0,0,4,-1.0,1
23,0,0,2,3,-1.0,1
23,0,0,2,3,-1.0,1
21,0,0,0,0,0.0,1
58,0,0,0,4,0.0,1
23,0,0,0,0,-1.0,1
23,0,0,0,0,-1.0,1
23,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
43,0,0,0,0,0.0,1
43,0,0,0,0,0.0,1
29,0,0,0,7,-1.0,1
27,0,0,1,8,0.0,1
27,0,0,1,8,0.0,1
51,0,0,0,1,-2.0,1
51,0,0,0,1,-2.0,1
26,0,0,0,4,0.0,1
31,0,0,0,4,-1.0,1
31,0,0,0,4,-1.0,1
31,0,0,0,4,-1.0,1
31,0,0,0,4,-1.0,1
34,0,0,0,0,-1.0,1
34,0,0,0,0,-1.0,1
51,0,0,1,12,-1.0,1
25,0,0,0,0,-1.0,1
36,0,0,0,1,-1.0,1
21,0,1,0,1,-1.0,1
34,1,0,0,10,-1.0,1
24,0,0,0,15,-31.0,1
24,0,0,0,15,-31.0,1
24,0,0,0,15,-31.0,1
38,0,0,0,2,-1.0,1
24,0,0,0,0,-1.0,1
40,0,0,0,15,-1.0,1
26,0,0,0,4,-1.0,1
25,0,1,0,7,-1.0,1
25,0,1,0,7,-1.0,1
27,0,0,0,12,-1.0,1
27,0,0,0,12,-1.0,1
27,0,0,0,12,-1.0,1
47,0,0,0,0,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
23,0,0,1,5,-1.0,1
19,0,0,0,0,-1.0,1
32,0,0,0,0,-1.0,1
39,0,0,0,0,-3.0,1
24,0,0,0,2,0.0,1
24,0,0,0,2,0.0,1
23,0,0,0,0,-1.0,1
23,0,0,0,3,-1.0,1
21,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
31,0,0,0,0,0.0,1
30,0,1,0,9,-1.0,1
30,0,1,0,9,-1.0,1
27,0,0,0,0,-2.0,1
43,0,0,0,1,-1.0,1
23,0,0,0,1,-1.0,1
27,0,0,0,3,-1.0,1
23,0,1,0,4,0.0,1
32,0,0,0,0,0.0,1
33,0,0,0,16,0.0,1
28,0,0,0,2,3.0,1
26,0,1,0,6,-1.0,1
22,0,1,0,2,0.0,1
22,0,1,0,2,0.0,1
31,0,0,0,4,67.0,1
49,0,0,0,4,0.0,1
49,0,0,0,4,0.0,1
49,0,0,0,4,0.0,1
49,0,0,0,4,0.0,1
49,0,0,0,4,0.0,1
55,0,0,0,10,-1.0,1
55,0,0,0,10,-1.0,1
54,0,0,0,2,-29.0,1
54,0,0,0,2,-29.0,1
27,0,0,0,0,-1.0,1
36,0,0,0,4,85.0,1
36,0,0,0,4,85.0,1
40,0,0,0,4,-1.0,1
38,0,0,0,7,-1.0,1
38,0,0,0,7,-1.0,1
26,0,0,0,3,0.0,1
29,0,0,0,1,-1.0,1
33,0,1,0,6,-1.0,1
22,0,0,0,0,0.0,1
41,0,0,1,7,0.0,1
41,0,0,1,7,0.0,1
41,0,0,1,7,0.0,1
32,0,1,3,7,-1.0,1
32,0,1,3,7,-1.0,1
32,0,1,3,7,-1.0,1
24,0,0,0,1,-1.0,1
25,0,0,0,5,-1.0,1
25,0,0,0,5,-1.0,1
25,0,0,0,5,-1.0,1
25,0,0,0,5,-1.0,1
25,0,0,0,5,-1.0,1
24,0,0,0,1,-1.0,1
28,0,0,0,1,-1.0,1
41,1,1,0,24,-1.0,1
41,1,1,0,24,-1.0,1
25,0,1,0,6,0.0,1
39,0,0,0,0,-1.0,1
32,0,0,0,6,55.0,1
26,0,1,0,24,0.0,1
26,0,1,0,24,0.0,1
26,0,1,0,24,0.0,1
26,0,1,0,24,0.0,1
26,0,1,0,24,0.0,1
20,1,1,1,4,14.0,1
25,0,0,0,2,-1.0,1
57,0,0,0,8,-1.0,1
40,0,0,0,15,-1.0,1
40,0,0,0,15,-1.0,1
21,0,0,0,0,-1.0,1
20,0,0,0,0,-1.0,1
22,0,0,0,1,0.0,1
22,0,0,0,1,0.0,1
28,0,0,0,0,-1.0,1
29,0,0,0,0,-1.0,1
21,0,0,1,0,-1.0,1
26,0,0,0,3,0.0,1
21,0,0,0,0,-1.0,1
21,0,0,0,0,-1.0,1
49,0,0,0,4,-8.0,1
20,0,0,0,0,-1.0,1
26,0,0,0,1,-1.0,1
30,0,1,0,14,-79.0,1
30,0,1,0,14,-79.0,1
49,0,0,0,1,0.0,1
36,0,0,0,11,-1.0,1
41,0,0,0,1,-1.0,1
24,0,0,0,0,-1.0,1
28,0,0,0,8,-1.0,1
28,0,0,0,8,-1.0,1
28,0,0,0,8,-1.0,1
28,0,0,0,8,-1.0,1
20,0,0,1,2,-1.0,1
20,0,0,1,2,-1.0,1
20,0,0,1,2,-1.0,1
34,0,0,4,11,0.0,1
34,0,0,4,11,0.0,1
34,0,0,4,11,0.0,1
34,0,0,4,11,0.0,1
28,0,0,0,6,0.0,1
55,0,0,0,0,-1.0,1
55,0,0,0,0,-1.0,1
25,0,0,0,2,0.0,1
25,0,0,0,2,0.0,1
30,0,0,0,2,-1.0,1
30,0,0,0,2,-1.0,1
34,0,0,0,13,-1.0,1
34,0,0,0,13,-1.0,1
27,0,5,1,27,0.0,1
27,0,5,1,27,0.0,1
30,0,0,0,4,-1.0,1
40,0,0,0,11,-1.0,1
25,0,0,0,3,-1.0,1
29,0,0,0,8,-1.0,1
29,0,0,0,8,-1.0,1
23,0,0,0,2,-2.0,1
19,0,0,0,1,-1.0,1
25,0,0,0,6,39.0,1
25,0,0,0,6,39.0,1
25,0,0,0,6,39.0,1
68,0,0,0,7,-1.0,1
37,0,0,0,4,-18.0,1
37,0,0,0,0,-1.0,1
37,0,0,0,0,-1.0,1
29,4,1,0,10,-1.0,1
41,2,0,0,6,-1.0,1
41,2,0,0,6,-1.0,1
22,0,0,0,3,-35.0,1
31,1,1,1,13,-1.0,1
20,0,0,0,0,0.0,1
44,0,0,0,8,-1.0,1
31,0,1,0,5,-1.0,1
23,0,0,0,6,0.0,1
20,0,0,0,0,0.0,1
29,0,0,0,5,-1.0,1
21,0,2,1,3,-3.0,1
34,0,0,0,19,-76.0,1
34,0,0,0,19,-76.0,1
27,0,0,1,5,-1.0,1
27,0,0,1,5,-1.0,1
27,0,0,1,5,-1.0,1
24,0,0,0,0,-1.0,1
64,0,0,0,8,-4.0,1
31,0,0,0,3,-1.0,1
26,0,0,0,6,-1.0,1
26,0,0,0,6,-1.0,1
26,0,0,0,6,-1.0,1
28,0,0,0,5,-1.0,1
26,0,0,0,6,-1.0,1
37,0,0,0,6,-24.0,1
37,0,0,0,6,-24.0,1
46,0,0,0,3,-35.0,1
46,0,0,0,3,-35.0,1
53,0,0,0,3,-1.0,1
53,0,0,0,3,-1.0,1
21,1,0,0,1,-1.0,1
21,1,0,0,1,-1.0,1
26,1,0,0,10,-1.0,1
21,0,3,1,3,-1.0,1
43,0,0,0,15,-1.0,1
26,0,0,3,10,0.0,1
26,0,0,3,10,0.0,1
26,0,0,3,10,0.0,1
26,0,0,3,10,0.0,1
25,0,0,1,4,-1.0,1
25,0,0,1,4,-1.0,1
25,0,0,1,4,-1.0,1
19,0,0,0,0,-1.0,1
28,0,0,0,0,-1.0,1
34,0,0,0,0,-1.0,1
30,0,0,0,13,-1.0,1
22,0,0,0,0,-1.0,1
22,0,0,0,0,-1.0,1
23,0,0,0,0,-1.0,1
29,0,0,0,6,-1.0,1
29,0,0,0,0,-1.0,1
38,1,2,2,22,-34.0,1
38,1,2,2,22,-34.0,1
30,0,0,0,13,-1.0,1
48,0,0,0,2,-43.0,1
24,0,0,1,5,-22.0,1
35,0,0,0,1,-1.0,1
26,0,0,0,1,-30.0,1
26,0,0,0,1,-30.0,1
26,0,0,0,1,-30.0,1
26,0,0,0,1,-30.0,1
31,0,0,0,9,0.0,1
31,0,0,0,9,0.0,1
31,0,0,0,9,0.0,1
55,0,0,0,1,-1.0,1
21,0,0,1,2,-1.0,1
21,0,0,1,2,-1.0,1
21,0,0,1,2,-1.0,1
43,0,0,0,4,-26.0,1
43,0,0,0,4,-26.0,1
22,0,0,0,4,0.0,1
22,0,0,0,4,0.0,1
22,0,0,0,4,0.0,1
20,0,0,1,0,-1.0,1
39,0,0,0,0,-1.0,1
30,6,0,0,8,-1.0,1
30,6,0,0,8,-1.0,1
21,0,2,6,8,30.0,1
47,0,0,0,13,0.0,1
32,0,0,0,4,0.0,1
32,0,0,0,4,0.0,1
40,2,0,0,23,30.0,1
33,0,0,0,3,-2.0,1
25,0,0,0,0,0.0,1
27,0,0,0,0,-1.0,1
40,0,0,0,2,-1.0,1
40,0,0,0,2,-1.0,1
24,0,0,2,2,-1.0,1
24,5,1,0,10,0.0,1
33,0,0,2,9,-28.0,1
31,0,1,0,19,-1.0,1
31,0,1,0,19,-1.0,1
29,0,0,0,0,-1.0,1
40,0,0,0,0,0.0,1
22,0,0,0,2,-1.0,1
22,0,0,0,2,-1.0,1
56,0,0,0,17,41.0,1
20,0,0,0,2,-17.0,1
20,0,0,0,2,-17.0,1
27,0,0,0,1,-1.0,1
27,0,0,0,1,-1.0,1
33,0,1,0,7,-1.0,1
20,0,1,0,1,-5.0,1
22,0,0,0,2,-1.0,1
21,0,0,3,0,-1.0,1
21,0,0,3,0,-1.0,1
21,0,0,3,0,-1.0,1
32,0,0,0,5,-1.0,1
32,0,0,0,5,-1.0,1
25,0,0,1,6,-1.0,1
36,0,0,0,10,54.0,1
36,0,0,0,10,54.0,1
36,0,0,0,10,54.0,1
37,0,0,0,4,-1.0,1
37,0,0,0,4,-1.0,1
59,0,0,0,2,-15.0,1
59,0,0,0,2,-15.0,1
20,0,0,0,1,-1.0,1
51,0,0,0,1,-1.0,1
28,0,0,0,0,0.0,1
25,0,0,0,0,-1.0,1
21,0,2,7,2,-3.0,1
21,0,2,7,2,-3.0,1
21,0,2,7,2,-3.0,1
35,0,0,0,22,0.0,1
50,0,0,0,2,-1.0,1
56,0,0,0,1,-1.0,1
26,0,0,0,0,-1.0,1
26,0,0,0,3,-1.0,1
38,0,0,0,1,-1.0,1
28,0,0,0,12,-69.0,1
23,0,1,0,4,-1.0,1
34,0,0,0,0,-1.0,1
31,0,0,0,1,-1.0,1
25,0,0,0,2,16.0,1
25,0,0,0,2,16.0,1
25,0,0,0,2,16.0,1
53,0,0,0,1,-1.0,1
27,0,0,0,1,-1.0,1
37,0,0,0,16,-1.0,1
37,0,0,0,16,-1.0,1
20,0,0,0,0,-1.0,1
20,0,0,0,0,-1.0,1
21,0,1,0,2,-1.0,1
27,0,0,0,9,-1.0,1
27,0,0,0,9,-1.0,1
27,0,0,0,9,-1.0,1
27,0,0,0,9,-1.0,1
35,0,0,0,6,0.0,1
35,0,0,0,6,0.0,1
35,0,0,0,6,0.0,1
35,0,0,0,6,0.0,1
21,0,1,0,2,-1.0,1
20,1,0,0,1,39.0,1
20,1,0,0,1,39.0,1
20,1,0,0,1,39.0,1
20,1,0,0,1,39.0,1
52,0,0,0,16,-1.0,1
38,1,0,0,10,0.0,1
18,5,0,2,4,7.0,1
18,5,0,2,4,7.0,1
32,0,0,1,8,-8.0,1
37,0,0,0,2,-1.0,1
28,0,0,0,9,-12.0,1
23,0,0,1,5,-1.0,1
28,0,0,0,0,-1.0,1
27,0,0,0,8,-1.0,1
28,0,0,0,11,-1.0,1
28,0,0,0,11,-1.0,1
28,0,0,0,11,-1.0,1
29,0,0,0,3,0.0,1
28,0,0,0,4,-1.0,1
54,0,0,0,2,-1.0,1
57,0,0,0,0,-1.0,1
35,0,0,0,4,96.0,1
26,0,0,0,2,-1.0,1
26,0,0,0,2,-1.0,1
29,0,0,0,0,0.0,1
25,0,0,0,1,0.0,1
48,0,0,0,0,-1.0,1
77,0,0,0,1,-1.0,1
52,0,0,0,0,-1.0,1
56,0,0,0,4,-50.0,1
27,0,0,0,5,-28.0,1
34,0,0,0,10,22.0,1
34,0,0,0,10,22.0,1
34,0,0,0,10,22.0,1
32,0,0,0,0,0.0,1
52,0,0,0,7,-1.0,1
21,0,0,0,2,0.0,1
21,0,0,0,2,0.0,1
21,0,0,0,1,34.0,1
50,0,0,0,0,-3.0,1
27,1,0,0,4,-1.0,1
27,1,0,0,4,-1.0,1
27,1,0,0,4,-1.0,1
24,0,5,1,15,-1.0,1
54,0,0,0,12,0.0,1
27,0,0,0,2,-1.0,1
27,0,0,0,2,-1.0,1
20,0,0,1,0,0.0,1
20,0,0,1,0,0.0,1
20,0,0,0,0,-1.0,1
20,0,0,0,0,-1.0,1
29,0,0,0,9,0.0,1
29,0,0,0,9,0.0,1
31,0,1,0,6,27.0,1
35,0,0,0,7,-1.0,1
26,0,0,0,9,-1.0,1
26,0,0,0,9,-1.0,1
25,0,0,0,6,0.0,1
25,0,0,0,6,0.0,1
25,0,0,0,5,-1.0,1
25,0,0,0,5,-1.0,1
28,1,0,0,5,-1.0,1
50,0,0,0,5,-1.0,1
56,0,0,0,5,-1.0,1
56,0,0,0,5,-1.0,1
30,0,0,1,8,-42.0,1
41,0,0,3,12,0.0,1
41,0,0,3,12,0.0,1
29,1,0,0,8,-1.0,1
23,1,0,0,5,24.0,1
23,1,0,0,5,24.0,1
35,0,0,0,0,-1.0,1
25,0,0,0,1,-1.0,1
54,0,0,0,3,-1.0,1
29,0,0,0,0,-2.0,1
35,0,0,0,0,-1.0,1
36,0,0,0,0,-1.0,1
30,0,0,0,3,-1.0,1
30,0,0,0,3,-1.0,1
29,1,0,0,3,-1.0,1
31,0,0,0,9,-1.0,1
31,0,0,0,9,-1.0,1
28,0,0,0,1,0.0,1
28,0,0,0,3,-1.0,1
28,0,0,0,3,-1.0,1
25,0,0,0,2,0.0,1
25,0,0,0,2,0.0,1
32,0,0,0,4,-1.0,1
24,0,0,0,1,26.0,1
45,0,0,0,38,-1.0,1
45,0,0,0,38,-1.0,1
32,0,0,0,6,-1.0,1
32,0,0,0,6,-1.0,1
32,0,0,0,6,-1.0,1
27,0,0,0,2,-1.0,1
27,0,0,0,2,-1.0,1
27,0,0,1,2,0.0,1
27,0,0,1,2,0.0,1
30,2,0,0,8,-1.0,1
37,0,0,0,0,-1.0,1
23,0,2,1,3,-1.0,1
23,0,2,1,3,-1.0,1
42,0,0,0,1,0.0,1
27,0,2,0,17,0.0,1
29,0,0,0,8,0.0,1
29,0,0,0,8,0.0,1
29,0,0,0,8,0.0,1
29,0,0,0,8,0.0,1
29,0,0,0,8,0.0,1
36,0,0,0,2,-1.0,1
24,0,0,0,0,-1.0,1
24,0,0,0,0,-1.0,1
24,0,0,0,0,-1.0,1
29,0,0,0,4,-1.0,1
39,0,0,0,3,-1.0,1
37,0,0,0,4,-1.0,1
31,0,0,0,1,-1.0,1
41,0,0,0,1,-1.0,1
29,0,0,0,1,-1.0,1
22,0,0,0,2,-31.0,1
22,0,0,0,2,-31.0,1
22,0,0,0,0,-1.0,1
40,0,0,0,3,-1.0,1
40,0,0,0,3,-1.0,1
40,0,0,0,3,-1.0,1
43,0,0,0,6,-1.0,1
27,0,0,0,4,-1.0,1
23,0,0,0,0,-1.0,1
27,0,0,0,2,-50.0,1
57,0,0,0,28,0.0,1
22,0,0,0,1,-1.0,1
35,0,0,1,5,-1.0,1
33,0,0,0,0,0.0,1
23,0,0,0,1,-1.0,1
24,0,0,0,0,-1.0,1
20,1,0,0,2,-35.0,1
47,0,0,0,7,-1.0,1
38,0,0,0,1,-1.0,1
38,0,0,0,1,-1.0,1
22,0,1,0,8,-1.0,1
22,0,1,0,8,-1.0,1
27,0,2,1,13,-59.0,1
27,0,2,1,13,-59.0,1
20,0,1,0,2,-1.0,1
27,0,0,0,0,0.0,1
38,2,3,0,16,28.0,1
38,2,3,0,16,28.0,1
38,2,3,0,16,28.0,1
29,0,0,0,2,-1.0,1
47,0,0,0,4,-1.0,1
47,0,0,0,4,-1.0,1
47,0,0,0,4,-1.0,1
26,0,0,0,2,-1.0,1
26,0,0,0,2,-1.0,1
26,0,0,0,2,-1.0,1
26,0,0,0,4,-1.0,1
25,4,0,0,5,-1.0,1
21,0,0,0,0,0.0,1
44,0,0,1,11,-1.0,1
28,0,0,0,0,-1.0,1
28,0,0,0,0,-1.0,1
24,0,0,0,2,-1.0,1
24,0,0,0,2,-1.0,1
24,0,0,0,2,-1.0,1
24,0,0,0,2,-1.0,1
30,0,0,0,2,0.0,1
23,0,2,1,5,52.0,1
23,0,2,1,5,52.0,1
23,0,2,1,5,52.0,1
64,0,0,0,1,-2.0,0
22,0,0,0,4,-12.0,0
21,0,0,0,0,-1.0,0
27,0,0,0,7,0.0,0
30,0,2,0,21,-1.0,0
25,0,0,0,2,-1.0,0
54,0,0,0,0,0.0,0
29,0,0,0,7,0.0,0
23,0,0,0,0,-1.0,0
20,0,0,0,0,0.0,0
27,0,0,0,4,-1.0,0
42,0,0,0,10,-1.0,0
55,0,0,0,1,-1.0,0
26,0,0,0,3,0.0,0
29,0,0,0,0,0.0,0
30,0,0,0,0,0.0,0
46,0,0,0,0,0.0,0
32,0,0,0,1,-1.0,0
56,0,0,0,3,-27.0,0
48,0,0,0,5,-1.0,0
31,0,0,0,4,-1.0,0
26,0,0,0,0,0.0,0
27,0,0,0,10,-1.0,0
57,0,0,0,12,0.0,0
29,0,0,0,11,-3.0,0
25,0,0,0,7,-1.0,0
23,0,0,2,1,-20.0,0
28,0,0,0,4,-1.0,0
23,0,0,0,3,0.0,0
38,0,0,0,0,-1.0,0
30,0,0,0,0,0.0,0
33,0,0,0,2,-1.0,0
22,1,0,0,2,-1.0,0
20,0,0,0,2,-1.0,0
26,0,1,1,12,-1.0,0
39,0,0,0,11,-24.0,0
41,2,0,1,14,41.0,0
26,0,0,1,5,-1.0,0
40,0,0,0,8,-28.0,0
42,0,0,0,2,0.0,0
22,0,0,0,3,50.0,0
27,0,0,0,0,-1.0,0
50,0,0,0,1,-1.0,0
34,0,0,0,6,-1.0,0
25,0,1,1,7,-1.0,0
19,0,0,0,0,-1.0,0
24,0,0,0,1,-13.0,0
26,0,0,0,1,-1.0,0
52,0,0,0,13,-1.0,0
30,0,0,0,14,-1.0,0
31,0,0,0,8,-1.0,0
52,0,0,0,1,-1.0,0
31,0,0,1,2,-1.0,0
36,0,0,0,3,-27.0,0
26,0,0,0,2,0.0,0
24,0,0,4,8,-1.0,0
48,0,0,0,0,-2.0,0
22,0,0,0,1,0.0,0
21,0,1,1,3,0.0,0
31,0,0,0,7,-1.0,0
27,0,4,4,9,-1.0,0
24,0,0,0,0,-1.0,0
24,0,0,0,1,-1.0,0
24,0,0,0,1,-1.0,0
32,0,0,0,0,-1.0,0
22,0,0,0,1,-1.0,0
56,0,0,0,3,0.0,0
34,0,0,0,7,-1.0,0
32,0,0,0,13,-1.0,0
49,2,0,0,13,-1.0,0
26,0,0,0,0,0.0,0
32,0,0,0,6,-1.0,0
34,0,0,0,1,-14.0,0
24,0,0,0,0,-1.0,0
54,0,0,0,0,-1.0,0
30,0,0,0,5,0.0,0
52,0,0,0,3,-1.0,0
39,0,0,0,3,-1.0,0
23,0,0,0,0,-1.0,0
26,0,0,0,1,-1.0,0
