ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
81,139,17,175,17,0,0,89,-8,5,6,23,0,11,0,1,1,1,22,6,2,0,53,0
78,317,13,77,33,0,0,97,33,6,6,35,0,21,-7,0,0,5,-8,3,-8,0,31,1
85,167,2,58,11,0,0,100,-7,7,8,12,2,42,-7,2,2,15,-8,2,1,0,75,1
75,292,7,102,22,0,0,100,-7,7,8,22,1,27,7,0,0,31,-8,6,2,1,62,1
89,125,48,69,7,0,0,100,-7,7,8,4,0,14,-8,0,0,4,-8,2,1,0,100,1
73,155,1,26,8,1,1,100,-7,7,8,17,1,33,-7,1,1,3,25,3,2,0,71,0
79,247,0,75,47,0,0,100,-7,7,8,50,3,14,0,2,2,41,60,6,2,1,100,1
69,300,13,95,27,2,1,90,5,4,3,31,0,39,0,1,1,41,67,3,3,1,75,0
65,360,14,67,10,1,1,55,17,5,3,11,0,45,0,0,0,49,-8,2,1,-8,60,0
63,155,12,57,15,0,0,94,-7,5,7,16,0,25,0,5,5,93,71,5,2,4,78,1
66,164,5,66,19,1,0,95,19,6,5,21,1,19,0,0,0,65,-8,3,1,1,33,0
69,188,20,80,18,3,3,85,23,6,2,3,0,40,-7,5,5,16,-8,5,-8,0,83,0
85,-8,1,97,32,0,0,100,-7,7,8,0,2,9,1,1,1,22,-8,4,-8,0,100,1
70,288,5,67,32,0,0,97,-8,6,6,34,3,21,0,1,1,25,41,9,2,1,65,1
71,145,3,53,33,0,0,100,-7,7,8,33,4,33,0,6,6,31,99,4,3,0,39,1
70,173,6,85,12,0,0,100,-7,7,8,10,2,46,-7,0,0,93,13,3,4,3,100,0
67,247,14,79,18,1,0,80,4,4,5,21,0,20,6,0,0,25,50,4,2,1,46,1
73,163,14,62,14,1,1,100,-7,6,8,15,0,60,-7,2,2,17,66,1,3,-8,80,1
69,172,1,63,13,1,0,87,41,6,5,15,3,40,0,0,0,80,-8,3,1,2,50,0
63,66,7,22,20,0,0,100,-7,7,8,16,4,10,4,1,1,47,38,8,2,1,79,0
88,-8,41,102,8,1,1,100,-7,6,8,8,0,38,0,1,1,0,83,2,1,0,60,0
80,80,13,49,21,0,0,100,-7,7,8,21,0,52,13,0,0,33,-8,4,2,0,75,0
81,398,2,112,17,0,0,100,-7,7,8,18,2,33,0,0,0,47,60,5,2,1,64,1
61,185,5,85,34,0,0,94,7,4,6,15,2,26,15,0,0,57,83,16,2,3,95,1
85,225,0,78,42,0,0,100,-7,7,8,45,3,38,0,1,1,6,92,3,2,0,31,1
60,220,4,83,21,1,0,80,1,4,5,25,2,44,22,0,0,62,87,4,3,2,73,1
83,178,5,84,13,0,0,100,-7,7,8,13,2,46,-8,0,0,18,-8,2,1,0,75,1
67,-8,14,67,3,1,1,100,-7,6,8,0,0,0,0,2,2,42,-8,2,-8,0,100,1
68,308,8,106,12,1,0,57,22,6,5,14,1,43,0,2,2,89,-8,4,1,1,83,0
75,117,1,59,31,0,0,100,-7,7,8,32,1,19,0,1,1,29,98,3,3,2,43,0
84,133,1,77,28,0,0,100,-7,6,7,32,3,38,-7,2,2,32,76,1,2,0,60,1
65,12,7,10,2,0,0,100,-7,7,8,2,1,50,0,1,1,103,-8,1,-8,1,100,0
79,322,3,95,25,1,0,96,70,6,5,28,2,43,0,2,2,22,12,5,4,0,75,0
79,247,1,101,18,1,1,90,70,6,3,20,2,20,9,0,0,28,26,4,2,0,100,1
61,350,5,92,33,2,0,86,1,3,5,36,5,25,0,1,1,43,74,6,3,1,53,0
73,181,3,59,22,0,0,100,-7,7,8,22,2,41,0,0,0,56,54,6,5,1,79,0
75,198,4,114,26,2,0,93,42,6,5,28,5,46,0,1,1,18,15,7,3,0,77,0
67,69,3,43,6,3,1,50,10,4,4,10,1,60,0,5,3,27,101,1,2,0,60,0
66,100,5,56,13,2,0,71,39,6,5,17,2,41,0,4,1,39,82,2,2,1,57,0
68,125,9,95,14,3,3,94,58,0,2,16,1,50,7,0,0,14,97,2,2,0,57,0
62,101,1,39,12,0,0,92,41,6,6,13,3,0,0,3,3,59,-8,6,-8,2,86,1
64,90,3,44,31,0,0,100,-7,7,8,34,1,38,6,1,1,50,87,9,4,5,93,0
73,151,3,57,20,0,0,100,-7,7,8,22,4,25,-7,0,0,46,78,5,3,1,73,1
62,132,11,69,27,0,0,96,52,6,6,27,1,41,0,2,2,66,83,4,3,2,88,0
71,357,3,112,29,0,0,93,16,6,6,29,1,48,0,0,0,70,52,8,5,1,100,0
69,404,28,168,12,1,1,79,7,1,3,15,0,29,8,0,0,55,-8,2,1,1,67,0
81,212,1,93,37,0,0,100,-7,7,8,44,5,16,2,3,3,19,-8,4,2,1,35,1
73,182,15,72,17,2,2,89,14,6,2,20,0,37,-7,4,4,8,28,3,2,0,83,1
70,-8,2,103,7,1,1,100,-7,6,8,0,2,25,-8,0,0,78,81,4,1,1,83,1
79,543,1,65,15,0,0,100,-7,7,8,18,6,29,10,0,0,46,97,6,2,0,73,0
76,242,12,89,42,0,0,100,-7,7,8,32,0,19,1,1,1,61,39,4,3,1,58,0
68,169,4,107,25,0,0,100,-7,7,8,7,1,32,0,1,1,66,73,11,3,5,82,0
68,104,3,41,16,0,0,100,-7,7,8,17,4,63,0,0,0,49,52,4,3,2,88,0
68,132,2,60,19,1,1,100,-7,6,8,20,2,35,0,2,2,43,95,6,2,0,89,0
83,368,23,161,9,0,0,100,-7,7,8,9,0,11,23,0,0,35,-8,5,1,1,86,1
66,79,3,31,19,0,0,100,-7,7,8,20,1,45,0,5,5,81,68,6,4,1,100,0
84,-8,2,159,20,1,1,95,34,6,4,0,1,0,-7,0,0,0,-8,1,-8,0,13,0
68,81,3,34,25,0,0,100,-7,7,8,25,6,32,2,2,2,25,72,9,4,1,65,1
83,174,6,78,17,0,0,100,-7,7,8,17,1,29,4,1,1,26,-8,5,1,0,75,1
88,19,24,162,17,0,0,100,-7,7,8,5,0,18,-8,1,1,17,-8,4,1,0,45,1
58,62,4,30,16,0,0,94,25,5,6,16,4,13,0,4,4,82,90,6,1,2,70,0
80,211,3,55,19,0,0,95,81,6,6,19,3,16,0,3,3,5,82,1,2,0,27,1
55,138,6,43,3,0,0,50,73,5,6,4,1,50,0,2,2,131,90,1,1,-8,100,0
80,459,2,81,31,0,0,100,-7,7,8,37,3,50,10,0,0,29,66,2,4,0,64,1
59,25,1,13,7,0,0,100,-7,7,8,9,3,22,-7,3,3,73,-8,2,1,1,50,0
75,40,3,12,6,0,0,100,-7,7,8,6,4,67,6,0,0,24,89,1,2,-8,100,0
70,132,2,49,20,0,0,100,-7,7,8,21,4,33,-7,5,4,70,60,2,2,1,67,0
63,298,5,116,11,2,1,62,6,4,2,13,2,46,0,0,0,41,55,5,4,0,100,0
55,286,3,14,10,0,0,90,10,4,6,20,2,20,0,2,2,70,69,4,2,1,75,0
81,204,7,64,13,0,0,93,59,6,6,14,3,14,5,0,0,11,-8,2,1,0,67,1
82,-8,4,55,24,0,0,100,-7,7,8,28,2,14,4,1,1,5,58,2,2,1,36,1
80,201,4,93,28,1,0,97,37,6,5,9,2,7,-7,0,0,11,99,4,1,0,33,1
88,469,5,106,18,0,0,100,-7,7,8,18,3,26,-8,0,0,14,-8,4,1,0,63,1
68,72,5,38,21,0,0,95,20,6,6,22,3,36,0,1,1,47,90,3,5,1,73,0
73,94,3,49,21,0,0,95,57,6,6,22,2,36,0,2,2,42,47,3,2,1,56,0
72,225,3,68,28,0,0,96,18,6,6,28,4,18,-7,0,0,25,100,5,2,1,50,1
63,174,0,64,34,2,2,79,6,4,4,38,2,66,-7,4,4,21,90,5,2,1,78,0
70,182,2,34,7,0,0,100,-7,7,8,8,5,13,0,2,2,57,-8,4,-8,1,100,0
63,135,2,78,6,4,2,54,23,6,2,13,2,31,1,2,1,31,-8,1,1,0,67,0
68,348,12,91,34,0,0,100,-7,7,8,34,0,32,0,0,0,78,68,11,4,7,76,1
68,299,6,135,24,0,0,96,25,6,6,25,1,29,5,0,0,55,77,8,2,2,71,0
63,252,45,142,6,6,5,75,30,5,2,16,0,69,-7,0,0,110,-8,2,-8,1,100,0
69,220,7,93,30,0,0,97,2,4,6,30,1,30,1,1,1,14,73,6,2,1,69,1
60,141,4,56,30,0,0,100,-7,7,8,30,3,33,0,0,0,84,48,11,4,4,100,0
89,-8,24,99,18,0,0,100,-7,7,8,0,0,22,3,1,1,3,-8,1,1,0,20,1
63,204,1,71,48,0,0,98,28,6,6,30,5,47,1,1,1,51,90,5,11,2,70,0
72,157,5,60,37,0,0,97,0,4,6,32,4,19,10,0,0,7,-8,4,1,0,45,1
77,165,3,71,30,0,0,100,-7,7,8,31,4,29,3,2,2,16,-8,3,2,1,38,1
77,56,1,20,10,0,0,100,-7,7,8,11,4,36,8,0,0,5,77,3,3,0,67,0
64,107,6,38,10,2,2,83,41,6,2,12,4,25,0,1,1,42,90,4,2,1,75,0
84,213,9,76,17,0,0,100,-7,7,8,17,1,18,16,0,0,35,53,2,2,0,57,1
63,183,13,74,13,2,2,75,7,0,2,17,0,81,0,0,0,0,-8,0,1,-8,50,0
80,241,4,63,28,0,0,100,-7,7,8,28,6,18,0,4,4,5,-8,3,1,0,22,1
70,185,11,75,36,0,0,97,72,6,6,37,1,41,1,3,3,67,60,12,5,5,85,0
73,104,6,48,9,0,0,100,-7,7,8,9,4,11,0,2,2,56,-8,3,1,2,50,0
72,292,8,74,22,0,0,96,5,4,6,77,4,22,0,4,4,7,57,2,3,0,38,1
72,444,12,78,18,0,0,100,-7,7,8,16,0,22,-8,0,0,74,-8,5,-8,4,63,0
56,127,2,53,40,0,0,95,9,4,6,41,6,41,0,11,11,40,98,7,4,3,85,0
76,169,32,95,12,0,0,92,11,4,6,12,0,50,0,0,0,3,-8,1,2,1,38,0
77,128,5,67,35,0,0,100,-7,7,8,36,2,17,0,1,1,24,100,2,2,1,29,0
64,119,10,52,21,1,0,95,9,3,5,22,3,55,-7,0,0,68,67,4,4,3,90,0
60,199,28,93,11,4,2,73,6,4,2,15,0,53,0,0,0,34,61,1,3,0,50,0
60,256,4,86,28,0,0,90,4,4,6,30,2,30,4,1,1,60,100,8,3,2,85,1
86,342,5,119,8,0,0,100,-7,7,8,9,2,33,0,1,1,10,-8,3,1,1,100,1
75,233,4,96,12,0,0,92,2,4,6,12,5,17,0,8,8,6,-8,2,2,0,50,0
69,198,1,84,17,1,1,89,13,6,6,20,3,55,0,2,2,16,95,2,3,1,63,0
69,379,2,105,15,0,0,84,3,4,6,19,3,74,0,2,2,31,100,1,2,1,60,0
86,439,2,112,18,0,0,100,-7,7,8,21,2,57,1,3,3,26,100,3,2,0,83,1
80,344,4,92,35,0,0,94,59,6,6,38,3,26,10,0,0,17,86,5,2,0,39,1
81,-8,8,31,10,0,0,100,-7,7,8,11,2,18,0,1,1,0,-8,0,1,0,13,1
88,209,19,71,5,0,0,100,-7,7,8,5,0,40,0,0,0,0,72,0,1,-8,50,0
62,282,13,99,24,4,3,70,18,6,3,31,0,26,0,0,0,29,-8,4,1,1,45,0
66,74,3,21,13,0,0,92,-8,6,6,13,6,23,0,4,4,33,61,5,3,0,73,1
56,133,2,64,15,0,0,88,3,4,6,17,2,12,0,2,2,84,-8,10,1,4,92,0
62,42,2,23,12,0,0,86,12,5,6,14,3,21,-7,3,3,43,81,7,2,0,90,0
82,161,1,52,23,0,0,100,-7,7,8,25,3,48,0,4,4,2,78,2,4,0,43,0
85,259,12,72,32,0,0,100,-7,7,8,34,0,41,0,1,1,4,-8,3,1,0,67,1
86,221,27,84,18,0,0,100,-7,7,8,18,0,22,0,0,0,10,-8,1,1,0,20,1
75,281,20,91,19,0,0,95,27,6,6,12,0,16,-7,3,3,22,81,5,1,0,60,1
77,292,8,84,20,0,0,100,-7,7,8,20,1,70,0,4,4,51,57,3,3,1,78,0
72,212,11,87,20,0,0,95,1,4,6,22,1,41,0,1,1,24,56,6,4,0,100,1
70,117,3,65,29,0,0,100,-7,7,8,29,4,34,-8,0,0,69,94,8,3,5,71,0
61,246,20,95,18,2,2,86,11,4,4,21,0,38,0,1,1,62,-8,5,1,2,88,0
83,341,4,115,25,0,0,96,65,6,6,25,2,28,0,2,2,3,100,3,3,-8,64,1
68,180,1,91,9,1,1,82,22,6,3,11,2,9,0,2,2,27,-8,4,-8,1,67,0
57,117,3,36,10,0,0,70,3,4,6,10,2,50,1,1,1,98,69,2,3,1,83,0
73,211,3,116,23,0,0,92,48,6,6,24,1,13,0,6,6,41,-8,8,1,2,64,1
65,52,3,27,6,0,0,83,-8,6,6,6,2,67,-7,3,3,74,96,1,2,-8,100,0
72,295,11,84,18,1,1,95,8,0,2,19,2,53,0,0,0,24,99,2,2,0,57,1
65,135,6,64,15,2,2,65,2,1,2,17,2,18,0,0,0,3,-8,2,1,0,50,0
63,137,4,56,36,1,1,100,-7,6,8,40,9,55,0,3,3,32,92,7,5,2,75,0
58,134,5,71,24,1,1,92,2,4,6,26,2,42,-7,2,2,28,54,6,1,0,78,0
90,121,25,87,8,0,0,100,-7,7,8,8,0,13,0,1,1,8,-8,2,1,0,43,0
73,278,1,87,21,2,2,96,61,6,6,25,5,36,0,2,2,23,85,3,3,1,55,0
79,507,23,197,21,0,0,100,-7,7,8,21,0,29,0,0,0,64,53,6,3,2,83,1
70,166,1,70,45,0,0,98,-7,5,7,50,3,46,-7,0,0,69,93,7,4,5,85,1
75,169,2,51,10,0,0,100,-7,7,8,13,3,77,0,2,2,19,78,1,4,0,100,0
84,212,11,82,13,0,0,87,55,6,6,15,1,47,10,0,0,5,-8,1,1,0,67,0
78,267,3,73,35,0,0,97,52,6,6,35,2,43,2,2,2,27,91,4,4,1,80,0
73,229,13,122,16,0,0,88,3,4,6,17,0,41,0,0,0,40,56,2,2,0,100,0
76,334,7,54,26,0,0,96,70,6,6,40,2,19,0,2,2,5,79,3,2,1,56,1
82,144,3,84,22,0,0,100,-7,7,8,31,1,28,0,3,3,37,83,2,3,0,71,1
91,286,15,133,10,0,0,100,-7,7,8,10,0,20,0,0,0,10,-8,2,-8,0,40,0
69,281,6,76,36,0,0,100,-7,7,8,36,2,25,0,4,4,12,83,5,2,3,41,1
75,429,4,101,46,0,0,100,-7,7,8,46,3,30,0,1,1,38,34,16,2,2,78,0
63,309,23,114,21,2,1,78,14,6,5,24,0,26,0,0,0,43,72,5,2,1,54,1
80,156,13,78,19,0,0,95,46,6,6,19,0,11,0,1,1,9,-8,3,1,1,29,1
80,388,15,88,41,0,0,100,-7,7,8,42,0,14,0,2,1,16,72,12,2,0,74,1
61,49,5,25,7,0,0,89,28,6,6,9,2,89,-7,2,2,113,97,1,2,1,100,0
75,175,1,74,22,1,1,96,44,6,3,25,2,36,0,3,3,64,-8,2,3,1,50,0
63,46,2,23,16,0,0,100,-7,7,8,17,8,47,0,4,4,72,100,2,4,1,75,0
82,212,2,111,16,0,0,100,-7,7,8,28,2,56,2,1,1,33,92,4,3,0,88,0
67,117,1,46,10,0,0,92,13,6,6,12,2,42,-7,1,1,60,55,3,2,2,71,0
77,324,7,76,31,0,0,100,-7,7,8,31,5,35,1,3,3,0,65,0,2,0,33,0
65,96,15,33,11,0,0,100,-7,7,8,12,0,9,-7,0,0,85,-8,6,1,3,100,0
61,76,8,27,8,1,1,100,-7,0,8,9,3,25,0,2,2,74,32,2,2,1,67,0
77,177,1,59,41,0,0,100,-7,7,8,43,6,9,0,3,3,3,-8,8,1,1,33,1
59,66,1,42,22,1,0,71,2,3,5,3,2,21,0,6,6,16,69,3,4,0,44,0
66,151,17,87,9,5,0,64,17,6,5,14,0,57,0,2,2,80,-8,1,1,1,67,0
66,308,3,97,35,0,0,88,1,4,6,42,5,32,3,2,2,45,46,5,5,1,83,1
76,191,3,76,18,0,0,100,-7,7,8,18,3,50,-7,1,1,67,66,5,4,1,90,0
68,130,5,72,16,1,0,89,5,3,5,21,1,47,-7,1,1,35,-8,3,-8,0,43,0
75,196,4,59,32,0,0,100,-7,7,8,32,5,50,0,0,0,11,84,4,3,0,44,0
84,413,2,106,35,0,0,100,-7,7,8,44,2,19,1,4,4,2,-8,9,-8,0,53,1
64,212,6,76,7,5,4,64,10,4,3,11,2,55,8,0,0,56,86,1,2,0,75,0
81,134,2,60,25,0,0,100,-7,7,8,27,2,15,-7,1,1,32,48,6,3,0,100,1
61,150,5,54,12,0,0,77,0,4,6,13,3,62,0,3,3,81,69,4,4,1,100,0
84,211,1,60,22,0,0,100,-7,7,8,24,2,29,0,2,2,15,-8,3,2,1,36,0
68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,1
66,218,2,83,19,4,1,78,14,6,4,27,2,59,2,1,1,61,63,2,6,1,67,0
73,170,21,70,28,1,1,100,-7,0,8,28,0,36,-7,0,0,28,8,2,2,1,50,1
58,22,2,8,4,0,0,100,-7,7,8,6,5,50,-7,2,2,101,76,1,3,1,100,0
65,261,2,93,14,2,2,87,27,6,6,17,2,47,0,0,0,29,96,4,2,0,67,1
82,253,21,93,38,0,0,100,-7,7,8,39,0,28,18,0,0,19,68,4,3,0,62,1
55,313,21,119,18,2,1,64,3,3,4,22,0,36,0,1,1,55,56,6,2,5,75,0
79,140,5,66,13,0,0,100,-7,7,8,13,1,23,18,0,0,37,92,1,2,1,80,1
73,25,3,57,19,0,0,100,-7,7,8,11,1,10,-7,0,0,56,-8,8,1,3,75,0
86,232,2,109,23,0,0,100,-7,7,8,7,1,4,-8,0,0,4,-8,4,1,1,29,1
63,497,2,135,21,2,1,85,2,4,4,26,2,35,3,2,2,38,67,7,4,1,69,1
70,180,15,43,18,0,0,89,12,6,6,1,0,28,0,2,2,21,79,2,3,0,56,0
72,255,6,57,24,0,0,100,-7,7,8,24,6,46,-7,0,0,69,40,3,2,1,75,0
65,104,1,48,21,0,0,91,23,6,6,23,3,32,0,1,1,26,58,5,5,0,63,0
78,327,3,100,41,0,0,100,-7,7,8,12,2,24,20,0,0,12,70,4,3,2,30,1
71,131,3,61,35,0,0,100,-7,7,8,37,5,50,-7,5,5,43,94,6,2,1,89,1
66,107,7,49,10,0,0,90,50,6,6,10,2,50,0,0,0,97,44,3,3,3,100,0
72,174,2,69,30,1,1,97,17,5,2,33,1,9,0,0,0,9,84,5,1,0,46,0
78,92,7,35,13,0,0,100,-7,7,8,13,1,8,7,0,0,19,-8,5,1,0,55,1
67,100,3,61,19,0,0,100,-7,7,8,21,1,43,0,0,0,99,82,7,1,5,89,0
73,201,2,93,54,2,2,97,52,6,6,57,8,19,3,4,4,7,93,8,2,2,56,1
76,134,11,67,28,0,0,100,-7,7,8,28,1,21,-7,0,0,62,14,3,2,1,83,0
83,267,17,106,13,0,0,92,53,6,6,13,0,15,-7,0,0,48,-8,4,1,0,83,1
61,190,5,67,32,0,0,97,33,6,6,60,1,41,-7,1,1,83,87,12,4,8,89,0
83,255,3,72,29,0,0,100,-7,7,8,34,2,21,-7,2,2,2,-8,5,1,0,38,0
61,190,7,118,34,0,0,82,22,5,6,34,1,50,19,0,0,97,78,6,4,4,100,0
62,185,8,83,58,2,2,92,30,5,2,60,4,73,0,0,0,109,79,9,8,4,100,0
69,301,32,178,5,1,0,56,2,4,5,9,0,44,-8,0,0,75,40,2,2,1,80,0
74,234,2,104,34,0,0,100,-7,7,8,20,3,50,14,0,0,69,55,3,3,1,88,0
70,222,20,81,46,0,0,100,-7,7,8,33,0,9,-7,2,2,72,54,10,3,7,52,0
78,141,9,64,20,0,0,100,-7,7,8,20,1,35,-7,0,0,48,98,1,4,-8,75,1
80,277,5,93,34,1,0,97,52,6,5,35,1,40,7,0,0,7,80,4,3,1,58,1
57,41,12,29,7,0,0,57,12,6,6,7,0,43,0,0,0,93,62,3,2,1,83,0
78,144,1,39,18,0,0,100,-7,7,8,19,6,37,0,1,1,3,82,3,4,0,53,1
72,263,6,95,38,0,0,97,32,6,6,38,3,24,-7,0,0,53,35,8,2,2,61,0
71,109,16,48,26,0,0,100,-7,7,8,27,0,26,0,3,3,26,64,4,2,1,38,0
92,474,57,258,8,0,0,100,-7,7,8,8,0,0,2,1,1,1,-8,3,-8,0,50,0
59,321,9,140,26,1,1,83,11,4,6,29,1,34,0,4,4,78,83,10,2,5,100,0
82,241,4,95,33,0,0,100,-7,7,8,33,4,6,0,2,2,2,-8,4,2,0,43,0
60,156,1,62,32,0,0,100,-7,7,8,17,4,15,-7,1,1,76,-8,13,1,3,89,0
77,90,10,41,3,0,0,100,-7,7,8,3,1,67,0,0,0,26,83,1,2,0,100,1
84,196,11,84,18,0,0,100,-7,7,8,4,1,47,-8,0,0,0,89,1,3,0,67,1
72,159,1,61,26,0,0,96,5,4,6,27,2,33,1,1,1,7,75,5,3,0,67,0
71,410,4,53,19,0,0,84,22,6,6,23,2,42,-7,2,2,40,38,4,4,0,75,1
63,208,6,86,39,1,1,95,9,4,6,43,1,45,0,11,11,5,82,6,5,0,86,0
76,308,42,135,10,1,1,92,18,5,2,13,0,31,0,0,0,1,-8,1,-8,0,33,1
83,257,5,68,22,0,0,100,-7,7,8,22,2,41,1,2,2,2,60,3,6,0,64,1
92,233,11,72,6,0,0,100,-7,7,8,13,1,33,-8,0,0,0,-8,0,1,0,25,1
68,85,2,42,24,0,0,100,-7,7,8,27,3,48,0,2,2,38,77,4,3,3,64,0
74,183,10,44,12,0,0,100,-7,7,8,12,1,33,6,1,0,39,-8,2,1,1,75,1
61,217,8,87,13,0,0,73,5,4,6,15,1,33,7,0,0,59,-8,6,2,0,100,0
79,222,6,94,24,0,0,100,-7,7,8,24,2,42,9,0,0,82,48,2,4,1,88,0
61,358,9,95,31,0,0,91,10,4,6,33,1,39,0,0,0,70,-8,10,1,2,85,0
91,244,20,84,12,0,0,100,-7,7,8,15,0,43,-7,0,0,0,51,0,2,0,50,1
57,57,2,37,7,3,2,45,16,6,2,11,3,9,-7,0,0,46,-8,4,1,1,83,0
75,209,6,98,33,0,0,97,53,6,6,33,3,33,-7,0,0,25,69,4,3,1,47,1
84,98,35,68,7,0,0,100,-7,7,8,7,0,29,-8,0,0,12,-8,2,1,0,75,1
67,227,1,90,11,1,1,100,-7,6,8,11,1,50,1,3,3,0,48,1,2,0,57,0
61,34,8,16,5,1,1,100,-7,6,8,5,2,60,0,0,0,95,56,2,2,2,100,0
85,146,1,64,42,0,0,100,-7,5,8,43,7,30,0,1,1,5,90,3,4,0,35,1
89,241,2,119,30,0,0,100,-7,7,8,33,2,24,-7,2,2,7,50,6,1,0,58,1
59,78,12,32,19,0,0,100,-7,7,8,22,0,43,0,3,3,91,-8,8,1,5,90,0
